datetime,open,high,low,close,volume
2021-07-05,34.287,34.454,32.358,32.887,6970400.0
2021-07-06,32.9,35.033,32.87,34.206,7112648.0
2021-07-07,34.207,38.117,33.8,36.659,10841144.0
2021-07-08,36.664,36.948,32.623,33.128,11909931.0
2021-07-09,33.131,34.445,31.95,33.325,7852045.0
2021-07-10,33.325,34.21,31.0,31.688,7153836.0
2021-07-11,31.699,32.57,31.338,32.173,5708189.0
2021-07-12,32.17,32.682,30.007,30.751,6675676.0
2021-07-13,30.75,31.087,28.8,29.147,6650903.0
2021-07-14,29.148,31.45,27.383,31.355,9782573.0
2021-07-15,31.35,31.49,27.952,28.572,8428275.0
2021-07-16,28.573,29.483,26.171,26.259,9279001.0
2021-07-17,26.255,27.825,25.937,26.79,8098091.0
