datetime,open,high,low,close,volume
2024-01-01,42314.0,44266.0,42207.9,44230.2,206424.144
2024-01-02,44230.3,45950.0,44200.9,44979.8,459798.523
2024-01-03,44979.7,45582.3,40333.0,42849.5,595855.225
2024-01-04,42849.5,44840.8,42625.0,44143.8,333923.098
2024-01-05,44143.8,44500.0,42300.0,44145.4,374967.791
2024-01-06,44145.3,44214.6,43391.3,43956.7,138542.797
2024-01-07,43956.6,44486.9,43557.5,43916.9,180710.714
2024-01-08,43916.9,47312.0,43158.1,46972.7,495087.983
2024-01-09,46972.6,48100.0,44417.2,46114.0,513362.773
2024-01-10,46113.9,47699.3,44291.5,46662.9,668657.474
2024-01-11,46663.0,49027.5,45600.0,46337.8,596698.379
2024-01-12,46337.9,46536.2,41370.0,42788.9,575943.258
2024-01-13,42789.0,43273.4,42445.7,42846.4,207737.326
2024-01-14,42846.4,43096.1,41713.5,41734.9,181096.968
2024-01-15,41734.9,43376.0,41720.0,42515.0,240059.141
2024-01-16,42515.0,43589.0,42050.0,43133.0,287207.233
2024-01-17,43133.0,43198.0,42200.0,42783.4,209396.081
2024-01-18,42783.3,42932.3,40673.6,41323.1,335080.756
2024-01-19,41323.2,42197.0,40300.0,41662.2,345941.73
2024-01-20,41662.1,41883.5,41453.6,41691.8,95866.062
2024-01-21,41691.8,41880.9,41500.0,41580.0,67035.552
2024-01-22,41579.9,41692.3,39402.0,39567.0,459024.106
2024-01-23,39567.1,40172.7,38545.0,39890.0,414373.386
2024-01-24,39889.9,40560.6,39493.3,40078.7,272754.171
2024-01-25,40078.8,40300.0,39535.3,39953.3,203728.679
2024-01-26,39953.3,42239.3,39813.1,41806.4,355418.478
2024-01-27,41806.4,42187.1,41360.1,42102.2,118437.114
2024-01-28,42102.2,42836.0,41600.0,42021.2,205736.453
2024-01-29,42021.2,43340.8,41768.3,43287.7,249502.11
2024-01-30,43287.6,43888.0,42665.6,42918.3,257582.784
2024-01-31,42918.3,43748.6,42257.6,42560.5,313069.11
2024-02-01,42560.5,43288.0,41866.8,43072.6,274321.107
2024-02-02,43072.6,43480.0,42512.7,43182.0,205767.574
2024-02-03,43182.0,43372.2,42858.3,42992.4,89735.22
2024-02-04,42992.4,43112.1,42176.7,42570.3,127421.548
2024-02-05,42570.3,43580.0,42235.1,42692.9,240655.549
2024-02-06,42692.9,43378.8,42559.8,43079.1,196157.643
2024-02-07,43079.1,44388.0,42763.4,44326.2,252057.708
2024-02-08,44326.3,45600.0,44306.8,45269.1,299738.288
2024-02-09,45269.2,48230.3,45218.1,47116.1,519919.419
2024-02-10,47116.1,48189.6,46836.4,47732.6,179626.604
2024-02-11,47732.6,48600.0,47539.4,48303.4,209951.626
2024-02-12,48303.4,50413.2,47702.0,49943.6,450895.202
2024-02-13,49943.6,50428.8,48301.0,49696.4,382348.085
2024-02-14,49696.4,52100.0,49215.7,51823.2,395191.791
2024-02-15,51823.1,52859.0,51334.9,51898.5,392724.603
2024-02-16,51898.4,52623.0,51611.7,52148.6,259819.793
2024-02-17,52148.7,52192.8,50647.5,51679.4,222342.005
2024-02-18,51679.5,52450.0,51178.0,52175.9,166636.426
2024-02-19,52175.9,52532.9,51688.8,51813.8,196387.978
2024-02-20,51813.7,53090.9,50788.0,52297.4,388913.064
2024-02-21,52297.3,52402.3,50528.4,51877.8,308127.301
2024-02-22,51877.9,52130.8,50967.5,51316.9,244144.647
2024-02-23,51316.9,51576.3,50512.7,50771.9,215474.562
2024-02-24,50771.9,51736.6,50611.4,51602.1,104944.457
2024-02-25,51602.1,52050.0,51300.4,51764.9,122177.26
2024-02-26,51764.9,54991.8,50922.5,54511.6,393466.231
2024-02-27,54511.7,57780.0,54495.0,57074.5,511475.535
2024-02-28,57074.5,64300.0,56730.1,62487.9,1010118.442
2024-02-29,62487.9,63762.8,60452.0,61203.3,584713.883
2024-03-01,61203.3,63199.0,60844.8,62430.6,299231.827
2024-03-02,62430.6,62513.1,61605.0,62039.9,159283.629
2024-03-03,62039.9,63330.9,61339.5,63178.5,200312.503
