Pair,EMA_Window,Ann.Return,Vol,Sharpe,Calmar,Max DD,Win Rate,Final_Perf
BTCUSDT/AVAX,1,0.9545883377158542,0.6109276871866107,1.562522631953118,2.6723878203110996,-0.35720426895402035,0.4446227929373997,3.138972745233309
Equal-Weight Portfolio,N/A,0.9545883377158542,0.6109276871866107,1.562522631953118,2.6723878203110996,-0.35720426895402035,0.4446227929373997,3.138972745233309
Vol-Scaled Portfolio,N/A,0.9545883377158542,0.6109276871866107,1.562522631953118,2.6723878203110996,-0.35720426895402035,0.4446227929373997,3.138972745233309
